datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",55-59,53,0,53
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",60-64,26,0,26
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",65-69,12,0,12
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",70-74,63,0,63
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",75-79,54,0,54
2021-03-12,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",80+,25,23,48
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",18-24,1,2,3
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",25-29,1,4,5
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",30-34,0,4,4
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",35-39,0,5,5
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",40-44,2,9,11
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",45-49,3,16,19
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",50-54,0,4,4
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",55-59,1,11,12
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",60-64,2,7,9
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",65-69,0,8,8
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",70-74,0,16,16
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",75-79,0,16,16
2021-03-12,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",80+,0,17,17
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,4,0,4
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,5,2,7
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,9,1,10
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,8,2,10
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,13,1,14
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,12,1,13
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,20,4,24
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,17,3,20
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,5,7,12
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,6,4,10
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,75,6,81
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,41,20,61
2021-03-12,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,7,36,43
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",18-24,16,0,16
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",25-29,18,0,18
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",30-34,19,0,19
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",35-39,32,0,32
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",40-44,64,0,64
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",45-49,65,0,65
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",50-54,69,0,69
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",55-59,68,0,68
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",60-64,69,0,69
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",65-69,124,0,124
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",70-74,449,0,449
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",75-79,379,0,379
2021-03-12,VAXZEVRIA,CZ010,"Hlavní město Praha",80+,155,0,155
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",18-24,5,0,5
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",25-29,6,0,6
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",30-34,14,0,14
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",35-39,12,0,12
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",40-44,23,0,23
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",45-49,17,0,17
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",50-54,14,0,14
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",55-59,50,0,50
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",60-64,66,0,66
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",65-69,104,0,104
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",70-74,484,0,484
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",75-79,808,0,808
2021-03-12,VAXZEVRIA,CZ020,"Středočeský kraj",80+,275,0,275
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",18-24,10,0,10
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",25-29,13,0,13
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",30-34,10,0,10
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",35-39,17,0,17
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",40-44,29,0,29
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",45-49,27,0,27
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",50-54,13,0,13
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",55-59,23,0,23
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",60-64,9,0,9
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",65-69,13,0,13
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",70-74,29,0,29
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",75-79,70,0,70
2021-03-12,VAXZEVRIA,CZ031,"Jihočeský kraj",80+,161,0,161
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",18-24,8,0,8
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",25-29,23,0,23
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",30-34,30,0,30
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",35-39,35,0,35
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",40-44,79,0,79
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",45-49,89,0,89
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",50-54,56,0,56
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",55-59,59,0,59
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",60-64,29,0,29
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",65-69,29,0,29
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",70-74,220,0,220
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",75-79,268,0,268
2021-03-12,VAXZEVRIA,CZ032,"Plzeňský kraj",80+,73,0,73
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",18-24,12,0,12
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",25-29,15,0,15
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",30-34,22,0,22
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",35-39,39,0,39
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",40-44,74,0,74
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",45-49,68,0,68
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",50-54,60,0,60
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",55-59,65,0,65
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",60-64,63,0,63
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",65-69,149,0,149
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",70-74,366,0,366
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",75-79,189,0,189
2021-03-12,VAXZEVRIA,CZ041,"Karlovarský kraj",80+,99,0,99
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",25-29,2,0,2
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",30-34,10,0,10
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",35-39,8,0,8
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",40-44,15,0,15
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",45-49,17,0,17
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",50-54,17,0,17
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",55-59,9,0,9
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",60-64,7,0,7
2021-03-12,VAXZEVRIA,CZ042,"Ústecký kraj",65-69,2,0,2
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",18-24,1,0,1
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",35-39,1,0,1
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",40-44,2,0,2
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",45-49,2,0,2
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",50-54,2,0,2
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",55-59,5,0,5
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",60-64,7,0,7
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",65-69,18,0,18
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",70-74,65,0,65
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",75-79,94,0,94
2021-03-12,VAXZEVRIA,CZ051,"Liberecký kraj",80+,64,0,64
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",18-24,1,0,1
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",30-34,2,0,2
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",40-44,2,0,2
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",45-49,5,0,5
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",50-54,4,0,4
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",55-59,5,0,5
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",60-64,16,0,16
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",65-69,43,0,43
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",70-74,108,0,108
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",75-79,110,0,110
2021-03-12,VAXZEVRIA,CZ052,"Královéhradecký kraj",80+,53,0,53
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",18-24,2,0,2
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",25-29,1,0,1
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",30-34,2,0,2
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",35-39,1,0,1
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",40-44,5,0,5
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",45-49,6,0,6
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",50-54,5,0,5
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",55-59,10,0,10
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",60-64,9,0,9
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",65-69,22,0,22
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",70-74,165,0,165
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",75-79,161,0,161
2021-03-12,VAXZEVRIA,CZ053,"Pardubický kraj",80+,90,0,90
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",25-29,10,0,10
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",30-34,9,0,9
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",35-39,19,0,19
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",40-44,16,0,16
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",45-49,28,0,28
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",50-54,23,0,23
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",55-59,20,0,20
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",60-64,16,0,16
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",65-69,15,0,15
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",70-74,199,0,199
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",75-79,219,0,219
2021-03-12,VAXZEVRIA,CZ063,"Kraj Vysočina",80+,122,0,122
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",18-24,3,0,3
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",25-29,7,0,7
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",30-34,3,0,3
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",35-39,9,0,9
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",40-44,11,0,11
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",45-49,34,0,34
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",50-54,29,0,29
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",55-59,33,0,33
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",60-64,43,0,43
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",65-69,86,0,86
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",70-74,522,0,522
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",75-79,470,0,470
2021-03-12,VAXZEVRIA,CZ064,"Jihomoravský kraj",80+,248,0,248
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",18-24,1,0,1
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",35-39,2,0,2
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",40-44,2,0,2
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",45-49,6,0,6
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",50-54,6,0,6
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",55-59,4,0,4
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",60-64,8,0,8
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",65-69,48,0,48
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",70-74,342,0,342
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",75-79,250,0,250
2021-03-12,VAXZEVRIA,CZ071,"Olomoucký kraj",80+,97,0,97
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",18-24,1,0,1
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",30-34,3,0,3
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",40-44,1,0,1
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",45-49,2,0,2
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",55-59,8,0,8
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",60-64,7,0,7
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",65-69,21,0,21
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",70-74,166,0,166
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",75-79,217,0,217
2021-03-12,VAXZEVRIA,CZ072,"Zlínský kraj",80+,164,0,164
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",18-24,4,0,4
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",25-29,5,0,5
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",30-34,6,0,6
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",35-39,4,0,4
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",40-44,21,0,21
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",45-49,28,0,28
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",50-54,26,0,26
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",55-59,31,0,31
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",60-64,38,0,38
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",65-69,81,0,81
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",70-74,468,0,468
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",75-79,389,0,389
2021-03-12,VAXZEVRIA,CZ080,"Moravskoslezský kraj",80+,170,0,170
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",0-17,1,0,1
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",18-24,23,1,24
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",25-29,34,2,36
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",30-34,32,1,33
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",35-39,33,2,35
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",40-44,82,1,83
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",45-49,121,3,124
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",50-54,52,7,59
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",55-59,86,19,105
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",60-64,61,22,83
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",65-69,50,18,68
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",70-74,333,14,347
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",75-79,1088,9,1097
2021-03-13,Comirnaty,CZ010,"Hlavní město Praha",80+,121,78,199
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",0-17,1,0,1
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",18-24,10,0,10
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",25-29,12,0,12
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",30-34,31,0,31
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",35-39,37,0,37
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",40-44,106,0,106
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",45-49,84,0,84
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",50-54,76,0,76
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",55-59,66,1,67
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",60-64,41,0,41
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",65-69,23,1,24
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",70-74,301,0,301
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",75-79,166,0,166
2021-03-13,Comirnaty,CZ020,"Středočeský kraj",80+,32,245,277
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",55-59,9,0,9
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",60-64,8,0,8
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",65-69,1,0,1
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",70-74,124,0,124
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",75-79,97,0,97
2021-03-13,Comirnaty,CZ031,"Jihočeský kraj",80+,34,0,34
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",18-24,2,0,2
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",35-39,1,0,1
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",40-44,1,0,1
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",45-49,1,1,2
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",50-54,75,1,76
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",55-59,107,0,107
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",60-64,14,0,14
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",65-69,6,0,6
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",70-74,8,0,8
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",75-79,11,0,11
2021-03-13,Comirnaty,CZ032,"Plzeňský kraj",80+,18,50,68
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",18-24,0,1,1
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",25-29,0,1,1
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",30-34,1,4,5
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",35-39,0,8,8
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",40-44,0,10,10
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",45-49,1,5,6
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",50-54,0,6,6
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",55-59,2,7,9
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",60-64,0,6,6
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",65-69,0,12,12
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",70-74,25,4,29
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",75-79,27,3,30
2021-03-13,Comirnaty,CZ041,"Karlovarský kraj",80+,9,0,9
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",0-17,1,0,1
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",18-24,33,6,39
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",25-29,23,3,26
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",30-34,30,2,32
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",35-39,62,3,65
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",40-44,108,2,110
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",45-49,124,6,130
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",50-54,91,5,96
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",55-59,112,5,117
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",60-64,77,6,83
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",65-69,75,5,80
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",70-74,577,3,580
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",75-79,717,5,722
2021-03-13,Comirnaty,CZ042,"Ústecký kraj",80+,396,56,452
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",18-24,5,0,5
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",25-29,4,2,6
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",30-34,3,1,4
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",35-39,3,0,3
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",40-44,8,4,12
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",45-49,2,1,3
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",50-54,4,2,6
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",55-59,7,1,8
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",60-64,2,1,3
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",65-69,1,2,3
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",70-74,72,2,74
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",75-79,24,1,25
2021-03-13,Comirnaty,CZ051,"Liberecký kraj",80+,21,43,64
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",18-24,7,0,7
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",25-29,11,0,11
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",30-34,7,1,8
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",35-39,21,0,21
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",40-44,26,0,26
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",45-49,25,0,25
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",50-54,71,1,72
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",55-59,100,1,101
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",60-64,19,1,20
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",65-69,7,0,7
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",70-74,156,4,160
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",75-79,627,3,630
2021-03-13,Comirnaty,CZ052,"Královéhradecký kraj",80+,139,109,248
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",0-17,0,2,2
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",18-24,0,4,4
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",25-29,0,2,2
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",30-34,0,1,1
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",35-39,0,2,2
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",40-44,0,5,5
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",45-49,1,3,4
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",50-54,0,1,1
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",55-59,0,2,2
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",60-64,0,4,4
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",65-69,1,6,7
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",70-74,0,8,8
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",75-79,0,15,15
2021-03-13,Comirnaty,CZ053,"Pardubický kraj",80+,4,88,92
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",18-24,8,0,8
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",25-29,6,0,6
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",30-34,6,0,6
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",35-39,14,0,14
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",40-44,20,0,20
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",45-49,64,0,64
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",50-54,57,0,57
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",55-59,62,0,62
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",60-64,38,0,38
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",65-69,10,0,10
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",70-74,313,0,313
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",75-79,701,0,701
2021-03-13,Comirnaty,CZ063,"Kraj Vysočina",80+,54,0,54
2021-03-13,Comirnaty,CZ064,"Jihomoravský kraj",0-17,1,0,1
2021-03-13,Comirnaty,CZ064,"Jihomoravský kraj",18-24,64,0,64
2021-03-13,Comirnaty,CZ064,"Jihomoravský kraj",25-29,15,0,15
2021-03-13,Comirnaty,CZ064,"Jihomoravský kraj",30-34,8,0,8
